Site4,Date,Source,Max Temp,Min Temp,Avg Temp,HDDs,CDDs,Precipitation Water Equiv,Snowfall,Snow-Ice Depth
KROC,1-22-12,NCDC,35,15,25,40,0,0,0,1
KROC,1-23-12,NCDC,49,34,41.5,23.5,0,0.03,0,1
KROC,1-24-12,NCDC,39,32,35.5,29.5,0,0.01,0.2,0.01
KROC,1-25-12,NCDC,32,29,30.5,34.5,0,1.00E-04,0.1,0.01
KROC,1-26-12,NCDC,37,28,32.5,32.5,0,0.17,0.3,0.01
KROC,1-27-12,NCDC,45,34,39.5,25.5,0,0.49,1.00E-03,0
KROC,1-28-12,NCDC,39,29,34,31,0,0.01,1.00E-03,0
KROC,1-29-12,NCDC,36,27,31.5,33.5,0,0.28,4.8,0
KROC,1-30-12,NCDC,30,24,27,38,0,0.08,1.7,5
KROC,1-31-12,NCDC,54,29,41.5,23.5,0,0,0,4
KROC,02-01-12,NCDC,53,37,45,20,0,0.12,0,0
KROC,02-02-12,NCDC,37,30,33.5,31.5,0,0.02,0.4,0
KROC,02-03-12,NCDC,38,29,33.5,31.5,0,0,0,0
KROC,02-04-12,NCDC,38,28,33,32,0,0,0,0
KROC,02-05-12,NCDC,35,27,31,34,0,1.00E-04,1.00E-03,0
KROC,02-06-12,NCDC,47,27,37,28,0,0,0,0
KROC,02-07-12,NCDC,37,22,29.5,35.5,0,0.06,0.3,0
KROC,02-08-12,NCDC,30,19,24.5,40.5,0,0,0,0
KROC,02-09-12,NCDC,40,22,31,34,0,0,0,0
KROC,02-10-12,NCDC,35,28,31.5,33.5,0,1.00E-04,1.00E-03,0
KROC,02-11-12,NCDC,29,10,19.5,45.5,0,0.25,5,1
KROC,02-12-12,NCDC,26,15,20.5,44.5,0,0.44,10.3,7
KROC,2-13-12,NCDC,36,24,30,35,0,0,0,5
KROC,2-14-12,NCDC,36,26,31,34,0,0.03,1.00E-03,3
KROC,2-15-12,NCDC,39,26,32.5,32.5,0,1.00E-04,1.00E-03,3
KROC,2-16-12,NCDC,43,25,34,31,0,0.09,1.00E-03,1
KROC,2-17-12,NCDC,42,27,34.5,30.5,0,0.08,1.4,0.01
KROC,2-18-12,NCDC,40,24,32,33,0,0.12,1.3,1
KROC,2-19-12,NCDC,31,25,28,37,0,1.00E-04,1.00E-03,0
KROC,2-20-12,NCDC,37,20,28.5,36.5,0,0,0,0
KROC,2-21-12,NCDC,41,22,31.5,33.5,0,1.00E-04,1.00E-03,0
KROC,2-22-12,NCDC,46,32,39,26,0,0.35,3.8,0
KROC,2-23-12,NCDC,40,26,33,32,0,0.02,0.3,4
KROC,2-24-12,NCDC,45,32,38.5,26.5,0,0.27,0.2,0.01
KROC,2-25-12,NCDC,35,25,30,35,0,0.11,3.8,0.01
KROC,2-26-12,NCDC,32,21,26.5,38.5,0,1.00E-04,1.00E-03,2
KROC,2-27-12,NCDC,50,26,38,27,0,1.00E-04,1.00E-03,1
KROC,2-28-12,NCDC,35,28,31.5,33.5,0,1.00E-04,1.00E-03,0
KROC,2-29-12,NCDC,38,29,33.5,31.5,0,0.17,0.5,0
KROC,03-01-12,NCDC,41,37,39,26,0,0.15,0,0
KROC,03-02-12,NCDC,51,36,43.5,21.5,0,0.07,0,0
KROC,03-03-12,NCDC,49,31,40,25,0,0.02,0.4,0
KROC,03-04-12,NCDC,33,19,26,39,0,0.17,2.6,0.01
KROC,03-05-12,NCDC,25,12,18.5,46.5,0,1.00E-04,0.2,1
KROC,03-06-12,NCDC,43,16,29.5,35.5,0,0,0,1
KROC,03-07-12,NCDC,68,40,54,11,0,0,0,0
KROC,03-08-12,NCDC,61,33,47,18,0,0.24,1.00E-03,0
KROC,03-09-12,NCDC,37,24,30.5,34.5,0,0.01,0.5,0
KROC,03-10-12,NCDC,37,20,28.5,36.5,0,1.00E-04,1.00E-03,0.01
KROC,03-11-12,NCDC,62,37,49.5,15.5,0,0,0,0
KROC,03-12-12,NCDC,68,37,52.5,12.5,0,1.00E-04,0,0
KROC,3-13-12,NCDC,65,43,54,11,0,0.06,0,0
KROC,3-14-12,NCDC,63,36,49.5,15.5,0,0,0,0
KROC,3-15-12,NCDC,72,42,57,8,0,1.00E-04,0,0
KROC,3-16-12,NCDC,66,50,58,7,0,0.04,0,0
KROC,3-17-12,NCDC,72,47,59.5,5.5,0,0,0,0
KROC,3-18-12,NCDC,78,48,63,2,0,0.02,0,0
KROC,3-19-12,NCDC,76,53,64.5,0.5,0,0,0,0
KROC,3-20-12,NCDC,76,50,63,2,0,0,0,0
KROC,3-21-12,NCDC,80,54,67,0,2,0,0,0
KROC,3-22-12,NCDC,79,56,67.5,0,2.5,0,0,0
KROC,3-23-12,NCDC,64,53,58.5,6.5,0,0,0,0
KROC,3-24-12,NCDC,61,50,55.5,9.5,0,0.02,0,0
KROC,3-25-12,NCDC,60,43,51.5,13.5,0,0.08,0,0
KROC,3-26-12,NCDC,46,30,38,27,0,0,0,0
KROC,3-27-12,NCDC,46,25,35.5,29.5,0,0,0,0
KROC,3-28-12,NCDC,69,41,55,10,0,0.14,0,0
KROC,3-29-12,NCDC,41,36,38.5,26.5,0,0.07,1.00E-03,0
KROC,3-30-12,NCDC,44,28,36,29,0,0.17,1,0
KROC,3-31-12,NCDC,42,31,36.5,28.5,0,0.02,1.00E-03,0.01
KROC,04-01-12,NCDC,39,29,34,31,0,0.22,1.00E-03,0
KROC,04-02-12,NCDC,51,32,41.5,23.5,0,0,0,0
KROC,04-03-12,NCDC,55,28,41.5,23.5,0,0,0,0
KROC,04-04-12,NCDC,55,35,45,20,0,0,0,0
KROC,04-05-12,NCDC,44,34,39,26,0,0,0,0
KROC,04-06-12,NCDC,52,29,40.5,24.5,0,0,0,0
KROC,04-07-12,NCDC,57,28,42.5,22.5,0,0,0,0
KROC,04-08-12,NCDC,64,33,48.5,16.5,0,0.03,0,0
KROC,04-09-12,NCDC,56,38,47,18,0,0,0,0
KROC,04-10-12,NCDC,50,37,43.5,21.5,0,0.02,1.00E-03,0
KROC,04-11-12,NCDC,53,36,44.5,20.5,0,0.04,1.00E-03,0
KROC,04-12-12,NCDC,60,40,50,15,0,1.00E-04,0,0
KROC,4-13-12,NCDC,60,32,46,19,0,0,0,0
KROC,4-14-12,NCDC,67,37,52,13,0,1.00E-04,0,0
KROC,4-15-12,NCDC,69,56,62.5,2.5,0,0.05,0,0
KROC,4-16-12,NCDC,87,56,71.5,0,6.5,0.01,0,0
KROC,4-17-12,NCDC,57,36,46.5,18.5,0,0,0,0
KROC,4-18-12,NCDC,53,31,42,23,0,0,0,0
KROC,4-19-12,NCDC,72,36,54,11,0,0,0,0
KROC,4-20-12,NCDC,81,51,66,0,1,0,0,0
KROC,4-21-12,NCDC,57,39,48,17,0,0.61,0,0
KROC,4-22-12,NCDC,42,38,40,25,0,0.14,1.00E-03,0
KROC,4-23-12,NCDC,39,33,36,29,0,1.58,2.8,2
KROC,4-24-12,NCDC,45,34,39.5,25.5,0,0.08,1.00E-03,1
KROC,4-25-12,NCDC,55,36,45.5,19.5,0,0.02,1.00E-03,0
KROC,4-26-12,NCDC,62,34,48,17,0,0.06,0,0
KROC,4-27-12,NCDC,44,32,38,27,0,1.00E-04,1.00E-03,0
KROC,4-28-12,NCDC,48,27,37.5,27.5,0,0,0,0
KROC,4-29-12,NCDC,55,27,41,24,0,0,0,0
KROC,4-30-12,NCDC,58,30,44,21,0,0.19,0,0
KROC,05-01-12,NCDC,58,49,53.5,11.5,0,0.06,0,0
KROC,05-02-12,NCDC,73,48,60.5,4.5,0,0.01,0,0
KROC,05-03-12,NCDC,81,54,67.5,0,2.5,0.21,0,0
KROC,05-04-12,NCDC,74,56,65,0,0,0.03,0,0
KROC,05-05-12,NCDC,59,44,51.5,13.5,0,0,0,0
KROC,05-06-12,NCDC,64,38,51,14,0,0,0,0
KROC,05-07-12,NCDC,66,50,58,7,0,0.31,0,0
KROC,05-08-12,NCDC,68,52,60,5,0,0.41,0,0
KROC,05-09-12,NCDC,68,49,58.5,6.5,0,1.00E-04,0,0
KROC,05-10-12,NCDC,59,46,52.5,12.5,0,0,0,0
KROC,05-11-12,NCDC,68,43,55.5,9.5,0,0,0,0
KROC,05-12-12,NCDC,76,43,59.5,5.5,0,0,0,0
KROC,5-13-12,NCDC,69,54,61.5,3.5,0,0,0,0
KROC,5-14-12,NCDC,74,52,63,2,0,0,0,0
KROC,5-15-12,NCDC,75,52,63.5,1.5,0,0,0,0
KROC,5-16-12,NCDC,74,44,59,6,0,1.00E-04,0,0
KROC,5-17-12,NCDC,62,38,50,15,0,0,0,0
KROC,5-18-12,NCDC,72,40,56,9,0,0,0,0
KROC,5-19-12,NCDC,82,49,65.5,0,0.5,0,0,0
KROC,5-20-12,NCDC,86,52,69,0,4,0,0,0
KROC,5-21-12,NCDC,83,59,71,0,6,0.14,0,0
KROC,5-22-12,NCDC,75,62,68.5,0,3.5,0.02,0,0
KROC,5-23-12,NCDC,76,62,69,0,4,0,0,0
KROC,5-24-12,NCDC,83,58,70.5,0,5.5,0,0,0
KROC,5-25-12,NCDC,88,68,78,0,13,0.08,0,0
KROC,5-26-12,NCDC,80,61,70.5,0,5.5,0,0,0
KROC,5-27-12,NCDC,82,54,68,0,3,0,0,0
KROC,5-28-12,NCDC,92,59,75.5,0,10.5,1.00E-04,0,0
KROC,5-29-12,NCDC,89,64,76.5,0,11.5,0.11,0,0
KROC,5-30-12,NCDC,75,58,66.5,0,1.5,0,0,0
KROC,5-31-12,NCDC,66,53,59.5,5.5,0,0,0,0
KROC,06-01-12,NCDC,63,53,58,7,0,0.75,0,0
KROC,06-02-12,NCDC,67,53,60,5,0,0.05,0,0
KROC,06-03-12,NCDC,67,54,60.5,4.5,0,1.21,0,0
KROC,06-04-12,NCDC,57,51,54,11,0,0.07,0,0
KROC,06-05-12,NCDC,68,50,59,6,0,0,0,0
KROC,06-06-12,NCDC,74,47,60.5,4.5,0,0.03,0,0
KROC,06-07-12,NCDC,77,52,64.5,0.5,0,1.00E-04,0,0
KROC,06-08-12,NCDC,81,53,67,0,2,0,0,0
KROC,06-09-12,NCDC,75,61,68,0,3,0.36,0,0
KROC,06-10-12,NCDC,87,63,75,0,10,0.1,0,0
KROC,06-11-12,NCDC,90,63,76.5,0,11.5,0.03,0,0
KROC,06-12-12,NCDC,79,58,68.5,0,3.5,0.9,0,0
KROC,6-13-12,NCDC,69,51,60,5,0,0,0,0
KROC,6-14-12,NCDC,74,50,62,3,0,0,0,0
KROC,6-15-12,NCDC,81,51,66,0,1,0,0,0
KROC,6-16-12,NCDC,84,59,71.5,0,6.5,0,0,0
KROC,6-17-12,NCDC,85,65,75,0,10,0,0,0
KROC,6-18-12,NCDC,81,67,74,0,9,1.00E-04,0,0
KROC,6-19-12,NCDC,88,66,77,0,12,0.37,0,0
KROC,6-20-12,NCDC,92,70,81,0,16,0,0,0
KROC,6-21-12,NCDC,90,69,79.5,0,14.5,0,0,0
KROC,6-22-12,NCDC,81,64,72.5,0,7.5,0.05,0,0
KROC,6-23-12,NCDC,79,57,68,0,3,0,0,0
KROC,6-24-12,NCDC,80,59,69.5,0,4.5,0.03,0,0
KROC,6-25-12,NCDC,68,60,64,1,0,0.02,0,0
KROC,6-26-12,NCDC,74,55,64.5,0.5,0,0,0,0
KROC,6-27-12,NCDC,78,59,68.5,0,3.5,0,0,0
KROC,6-28-12,NCDC,88,59,73.5,0,8.5,0,0,0
KROC,6-29-12,NCDC,89,68,78.5,0,13.5,0,0,0
KROC,6-30-12,NCDC,89,63,76,0,11,0,0,0
KROC,07-01-12,NCDC,84,63,73.5,0,8.5,0,0,0
KROC,07-02-12,NCDC,86,59,72.5,0,7.5,0,0,0
KROC,07-03-12,NCDC,87,61,74,0,9,1.00E-04,0,0
KROC,07-04-12,NCDC,93,66,79.5,0,14.5,0,0,0
KROC,07-05-12,NCDC,84,66,75,0,10,0,0,0
KROC,07-06-12,NCDC,94,65,79.5,0,14.5,0,0,0
KROC,07-07-12,NCDC,81,67,74,0,9,0.07,0,0
KROC,07-08-12,NCDC,83,64,73.5,0,8.5,0,0,0
KROC,07-09-12,NCDC,80,63,71.5,0,6.5,0.01,0,0
KROC,07-10-12,NCDC,83,59,71,0,6,0.01,0,0
KROC,07-11-12,NCDC,85,54,69.5,0,4.5,0,0,0
KROC,07-12-12,NCDC,90,56,73,0,8,0,0,0
KROC,7-13-12,NCDC,93,62,77.5,0,12.5,1.00E-04,0,0
KROC,7-14-12,NCDC,90,67,78.5,0,13.5,0,0,0
KROC,7-15-12,NCDC,85,69,77,0,12,0.02,0,0
KROC,7-16-12,NCDC,90,67,78.5,0,13.5,0,0,0
KROC,7-17-12,NCDC,97,73,85,0,20,0.04,0,0
KROC,7-18-12,NCDC,83,65,74,0,9,0,0,0
KROC,7-19-12,NCDC,77,60,68.5,0,3.5,1.00E-04,0,0
KROC,7-20-12,NCDC,74,63,68.5,0,3.5,1.00E-04,0,0
KROC,7-21-12,NCDC,83,58,70.5,0,5.5,0,0,0
KROC,7-22-12,NCDC,89,66,77.5,0,12.5,0,0,0
KROC,7-23-12,NCDC,95,70,82.5,0,17.5,0.09,0,0
KROC,7-24-12,NCDC,84,62,73,0,8,0,0,0
KROC,7-25-12,NCDC,83,57,70,0,5,0.16,0,0
KROC,7-26-12,NCDC,85,64,74.5,0,9.5,1.43,0,0
KROC,7-27-12,NCDC,80,66,73,0,8,0.01,0,0
KROC,7-28-12,NCDC,80,66,73,0,8,0.15,0,0
KROC,7-29-12,NCDC,84,59,71.5,0,6.5,0,0,0
KROC,7-30-12,NCDC,86,59,72.5,0,7.5,0,0,0
KROC,7-31-12,NCDC,88,66,77,0,12,0.63,0,0
KROC,08-01-12,NCDC,82,65,73.5,0,8.5,1.00E-04,0,0
KROC,08-02-12,NCDC,85,63,74,0,9,0,0,0
KROC,08-03-12,NCDC,88,68,78,0,13,1.00E-04,0,0
KROC,08-04-12,NCDC,92,69,80.5,0,15.5,0,0,0
KROC,08-05-12,NCDC,87,68,77.5,0,12.5,1.7,0,0
KROC,08-06-12,NCDC,77,59,68,0,3,0,0,0
KROC,08-07-12,NCDC,84,57,70.5,0,5.5,0,0,0
KROC,08-08-12,NCDC,87,62,74.5,0,9.5,0,0,0
KROC,08-09-12,NCDC,80,65,72.5,0,7.5,1.00E-04,0,0
KROC,08-10-12,NCDC,78,66,72,0,7,0.66,0,0
KROC,08-11-12,NCDC,76,63,69.5,0,4.5,0,0,0
KROC,08-12-12,NCDC,76,62,69,0,4,0.09,0,0
KROC,8-13-12,NCDC,81,62,71.5,0,6.5,0,0,0
KROC,8-14-12,NCDC,80,65,72.5,0,7.5,0.18,0,0
KROC,8-15-12,NCDC,78,61,69.5,0,4.5,0,0,0
KROC,8-16-12,NCDC,81,59,70,0,5,0,0,0
KROC,8-17-12,NCDC,75,61,68,0,3,0.02,0,0
KROC,8-18-12,NCDC,72,51,61.5,3.5,0,0,0,0
KROC,8-19-12,NCDC,77,52,64.5,0.5,0,0,0,0
KROC,8-20-12,NCDC,74,53,63.5,1.5,0,0,0,0
KROC,8-21-12,NCDC,77,52,64.5,0.5,0,0,0,0
KROC,8-22-12,NCDC,80,54,67,0,2,0,0,0
KROC,8-23-12,NCDC,83,56,69.5,0,4.5,0,0,0
KROC,8-24-12,NCDC,87,58,72.5,0,7.5,0,0,0
KROC,8-25-12,NCDC,88,61,74.5,0,9.5,0,0,0
KROC,8-26-12,NCDC,84,60,72,0,7,0,0,0
KROC,8-27-12,NCDC,81,65,73,0,8,0.08,0,0
KROC,8-28-12,NCDC,79,59,69,0,4,0,0,0
KROC,8-29-12,NCDC,72,52,62,3,0,0,0,0
KROC,8-30-12,NCDC,84,51,67.5,0,2.5,0,0,0
KROC,8-31-12,NCDC,93,59,76,0,11,0,0,0
KROC,09-01-12,NCDC,82,59,70.5,0,5.5,0,0,0
KROC,09-02-12,NCDC,84,55,69.5,0,4.5,0,0,0
KROC,09-03-12,NCDC,86,57,71.5,0,6.5,0,0,0
KROC,09-04-12,NCDC,84,68,76,0,11,2.64,0,0
KROC,09-05-12,NCDC,81,65,73,0,8,0.01,0,0
KROC,09-06-12,NCDC,82,65,73.5,0,8.5,0,0,0
KROC,09-07-12,NCDC,83,60,71.5,0,6.5,0.05,0,0
KROC,09-08-12,NCDC,72,54,63,2,0,0.2,0,0
KROC,09-09-12,NCDC,67,51,59,6,0,0,0,0
KROC,09-10-12,NCDC,68,48,58,7,0,0,0,0
KROC,09-11-12,NCDC,75,46,60.5,4.5,0,0,0,0
KROC,09-12-12,NCDC,80,52,66,0,1,0,0,0
KROC,9-13-12,NCDC,83,58,70.5,0,5.5,0,0,0
KROC,9-14-12,NCDC,81,53,67,0,2,0.36,0,0
KROC,9-15-12,NCDC,65,50,57.5,7.5,0,0,0,0
KROC,9-16-12,NCDC,71,47,59,6,0,0,0,0
KROC,9-17-12,NCDC,76,53,64.5,0.5,0,0,0,0
KROC,9-18-12,NCDC,73,50,61.5,3.5,0,0.56,0,0
KROC,9-19-12,NCDC,62,44,53,12,0,0,0,0
KROC,9-20-12,NCDC,72,41,56.5,8.5,0,0,0,0
KROC,9-21-12,NCDC,72,58,65,0,0,0.14,0,0
KROC,9-22-12,NCDC,68,48,58,7,0,0.16,0,0
KROC,9-23-12,NCDC,61,42,51.5,13.5,0,0,0,0
KROC,9-24-12,NCDC,60,39,49.5,15.5,0,0,0,0
KROC,9-25-12,NCDC,73,50,61.5,3.5,0,0.01,0,0
KROC,9-26-12,NCDC,69,55,62,3,0,1.00E-04,0,0
KROC,9-27-12,NCDC,63,43,53,12,0,0,0,0
KROC,9-28-12,NCDC,57,42,49.5,15.5,0,0.03,0,0
KROC,9-29-12,NCDC,63,43,53,12,0,0.07,0,0
KROC,9-30-12,NCDC,59,50,54.5,10.5,0,0.23,0,0
KROC,10-01-12,NCDC,67,51,59,6,0,0,0,0
KROC,10-02-12,NCDC,63,51,57,8,0,0.04,0,0
KROC,10-03-12,NCDC,72,61,66.5,0,1.5,0,0,0
KROC,10-04-12,NCDC,74,54,64,1,0,0,0,0
KROC,10-05-12,NCDC,73,54,63.5,1.5,0,0.01,0,0
KROC,10-06-12,NCDC,57,42,49.5,15.5,0,0.91,0,0
KROC,10-07-12,NCDC,52,37,44.5,20.5,0,0.09,0,0
KROC,10-08-12,NCDC,55,35,45,20,0,0,0,0
KROC,10-09-12,NCDC,61,34,47.5,17.5,0,0,0,0
KROC,10-10-12,NCDC,57,39,48,17,0,1.00E-04,0,0
KROC,10-11-12,NCDC,56,36,46,19,0,1.00E-04,0,0
KROC,10-12-12,NCDC,52,30,41,24,0,0.15,0,0
KROC,10-13-12,NCDC,52,28,40,25,0,0.08,0,0
KROC,10-14-12,NCDC,76,52,64,1,0,0.28,0,0
KROC,10-15-12,NCDC,69,46,57.5,7.5,0,1.00E-04,0,0
KROC,10-16-12,NCDC,52,37,44.5,20.5,0,1.00E-04,0,0
KROC,10-17-12,NCDC,71,37,54,11,0,1.00E-04,0,0
KROC,10-18-12,NCDC,68,49,58.5,6.5,0,0.27,0,0
KROC,10-19-12,NCDC,63,46,54.5,10.5,0,0.03,0,0
KROC,10-20-12,NCDC,57,46,51.5,13.5,0,0.01,0,0
KROC,10-21-12,NCDC,62,43,52.5,12.5,0,0,0,0
KROC,10-22-12,NCDC,65,42,53.5,11.5,0,0,0,0
KROC,10-23-12,NCDC,53,46,49.5,15.5,0,0.75,0,0
KROC,10-24-12,NCDC,58,51,54.5,10.5,0,0.01,0,0
KROC,10-25-12,NCDC,81,55,68,0,3,0,0,0
KROC,10-26-12,NCDC,77,48,62.5,2.5,0,0.01,0,0
KROC,10-27-12,NCDC,53,46,49.5,15.5,0,0.32,0,0
KROC,10-28-12,NCDC,46,44,45,20,0,0.35,0,0
KROC,10-29-12,NCDC,55,46,50.5,14.5,0,1.44,0,0
KROC,10-30-12,NCDC,58,43,50.5,14.5,0,0.16,0,0
KROC,10-31-12,NCDC,47,42,44.5,20.5,0,0.02,0,0
KROC,11-01-12,NCDC,46,42,44,21,0,0.19,0,0
KROC,11-02-12,NCDC,42,37,39.5,25.5,0,0.01,0,0
KROC,11-03-12,NCDC,41,36,38.5,26.5,0,0.04,1.00E-03,0
KROC,11-04-12,NCDC,38,34,36,29,0,1.00E-04,1.00E-03,0
KROC,11-05-12,NCDC,37,33,35,30,0,0.05,0.2,0
KROC,11-06-12,NCDC,41,30,35.5,29.5,0,0,0,0
KROC,11-07-12,NCDC,41,26,33.5,31.5,0,0,0,0
KROC,11-08-12,NCDC,43,28,35.5,29.5,0,0,0,0
KROC,11-09-12,NCDC,49,27,38,27,0,1.00E-04,0,0
KROC,11-10-12,NCDC,51,40,45.5,19.5,0,0.03,0,0
KROC,11-11-12,NCDC,73,50,61.5,3.5,0,0.08,0,0
KROC,11-12-12,NCDC,69,43,56,9,0,0.23,0,0
KROC,11-13-12,Corrected,43,36,39.5,25.5,0,0.02,1.00E-03,0
KROC,11-14-12,NCDC,40,29,34.5,30.5,0,0,0,0
KROC,11-15-12,NCDC,47,26,36.5,28.5,0,0,0,0
KROC,11-16-12,NCDC,48,26,37,28,0,0,0,0
KROC,11-17-12,NCDC,55,27,41,24,0,0,0,0
KROC,11-18-12,NCDC,54,28,41,24,0,0,0,0
KROC,11-19-12,NCDC,54,30,42,23,0,0,0,0
KROC,11-20-12,NCDC,50,31,40.5,24.5,0,0,0,0
KROC,11-21-12,NCDC,54,26,40,25,0,0,0,0
KROC,11-22-12,NCDC,61,31,46,19,0,0,0,0
KROC,11-23-12,NCDC,54,36,45,20,0,1.00E-04,1.00E-03,0
KROC,11-24-12,NCDC,38,32,35,30,0,1.00E-04,0.1,0
KROC,11-25-12,NCDC,34,31,32.5,32.5,0,0.01,1.00E-03,0
KROC,11-26-12,NCDC,38,32,35,30,0,1.00E-04,1.00E-03,0.01
KROC,11-27-12,NCDC,38,29,33.5,31.5,0,1.00E-04,1.00E-03,0
KROC,11-28-12,NCDC,38,31,34.5,30.5,0,1.00E-04,1.00E-03,0
KROC,11-29-12,NCDC,47,26,36.5,28.5,0,0,0,0
KROC,11-30-12,NCDC,37,26,31.5,33.5,0,0.05,0.5,0
KROC,12-01-12,NCDC,49,27,38,27,0,0,0,0
KROC,12-02-12,NCDC,53,47,50,15,0,0.18,0,0
KROC,12-03-12,NCDC,53,43,48,17,0,0,0,0
KROC,12-04-12,NCDC,70,46,58,7,0,0.32,0,0
KROC,12-05-12,NCDC,48,30,39,26,0,1.00E-04,1.00E-03,0
KROC,12-06-12,NCDC,40,24,32,33,0,0,0,0
KROC,12-07-12,NCDC,45,35,40,25,0,0,0,0
KROC,12-08-12,NCDC,46,36,41,24,0,0.08,0,0
KROC,12-09-12,NCDC,46,31,38.5,26.5,0,0.16,1.00E-03,0
KROC,12-10-12,NCDC,53,35,44,21,0,0.11,0,0
KROC,12-11-12,NCDC,35,26,30.5,34.5,0,1.00E-04,1.00E-03,0
KROC,12-12-12,NCDC,41,30,35.5,29.5,0,1.00E-04,0.1,0
KROC,12-13-12,NCDC,44,27,35.5,29.5,0,0,0,0
KROC,12-14-12,NCDC,45,30,37.5,27.5,0,0,0,0
KROC,12-15-12,NCDC,40,30,35,30,0,1.00E-04,0,0
KROC,12-16-12,NCDC,55,39,47,18,0,0.03,0,0
KROC,12-17-12,NCDC,49,44,46.5,18.5,0,0.21,0,0
KROC,12-18-12,NCDC,45,39,42,23,0,0.4,0,0
KROC,12-19-12,NCDC,43,31,37,28,0,0,0,0
KROC,12-20-12,NCDC,42,27,34.5,30.5,0,0.16,0,0
KROC,12-21-12,NCDC,42,31,36.5,28.5,0,0.46,0.6,0
KROC,12-22-12,NCDC,32,27,29.5,35.5,0,0.07,3.5,2
KROC,12-23-12,NCDC,35,29,32,33,0,1.00E-04,0.2,2
KROC,12-24-12,NCDC,32,29,30.5,34.5,0,0.06,1.1,1
KROC,12-25-12,NCDC,31,29,30,35,0,0.02,0.3,2
KROC,12-26-12,NCDC,30,22,26,39,0,0.67,8.5,1
KROC,12-27-12,NCDC,29,24,26.5,38.5,0,0.25,2.6,9
KROC,12-28-12,NCDC,28,17,22.5,42.5,0,1.00E-04,1.00E-03,8
KROC,12-29-12,NCDC,29,16,22.5,42.5,0,0.31,4.2,8
KROC,12-30-12,NCDC,28,22,25,40,0,0.08,1.5,11
KROC,12-31-12,NCDC,35,26,30.5,34.5,0,1.00E-04,1.00E-03,9
KROC,01-01-13,NCDC,34,7,20.5,44.5,0,0.01,0.5,9
KROC,01-02-13,NCDC,26,7,16.5,48.5,0,0.12,2.3,8
KROC,01-03-13,NCDC,29,12,20.5,44.5,0,0.03,0.9,9
KROC,01-04-13,NCDC,34,27,30.5,34.5,0,1.00E-04,1.00E-03,8
KROC,01-05-13,NCDC,35,30,32.5,32.5,0,0,0,7
KROC,01-06-13,NCDC,38,31,34.5,30.5,0,0.01,0.2,5
KROC,01-07-13,NCDC,36,25,30.5,34.5,0,1.00E-04,1.00E-03,4
KROC,01-08-13,NCDC,39,25,32,33,0,0,0,4
KROC,01-09-13,NCDC,47,22,34.5,30.5,0,1.00E-04,0,3
KROC,01-10-13,NCDC,43,34,38.5,26.5,0,0,0,2
KROC,01-11-13,NCDC,46,34,40,25,0,0.12,1.00E-03,1
KROC,01-12-13,NCDC,58,43,50.5,14.5,0,0,0,0
KROC,1-13-13,NCDC,69,48,58.5,6.5,0,1.00E-04,0,0
KROC,1-14-13,NCDC,55,28,41.5,23.5,0,1.00E-04,0,0
KROC,1-15-13,NCDC,34,25,29.5,35.5,0,0,0,0
KROC,1-16-13,NCDC,39,30,34.5,30.5,0,0,0,0
KROC,1-17-13,NCDC,37,17,27,38,0,0.05,1.8,0.01
KROC,1-18-13,NCDC,32,11,21.5,43.5,0,0.02,0.5,2
KROC,1-19-13,NCDC,48,31,39.5,25.5,0,0,0,1
KROC,1-20-13,NCDC,49,18,33.5,31.5,0,0.02,0.5,0
KROC,1-21-13,NCDC,21,14,17.5,47.5,0,1.00E-04,0.1,0.01
KROC,1-22-13,NCDC,14,8,11,54,0,1.00E-04,1.00E-03,0.01
KROC,1-23-13,NCDC,14,5,9.5,55.5,0,0.01,0.3,0.01
KROC,1-24-13,NCDC,14,7,10.5,54.5,0,0.08,2.6,1
KROC,1-25-13,NCDC,16,8,12,53,0,0.05,0.6,2
KROC,1-26-13,NCDC,24,2,13,52,0,1.00E-04,1.00E-03,2
KROC,1-27-13,NCDC,28,11,19.5,45.5,0,1.00E-04,0.1,1
KROC,1-28-13,NCDC,43,24,33.5,31.5,0,0.31,0.7,1
KROC,1-29-13,NCDC,55,32,43.5,21.5,0,0.48,0,0
KROC,1-30-13,NCDC,64,52,58,7,0,0.05,0,0
KROC,1-31-13,NCDC,56,23,39.5,25.5,0,0.11,0.6,0.01
KROC,02-01-13,NCDC,23,18,20.5,44.5,0,0.05,1.7,0.01
KROC,02-02-13,NCDC,21,15,18,47,0,1.00E-04,1.00E-03,1
KROC,02-03-13,NCDC,25,13,19,46,0,1.00E-04,0.1,1
KROC,02-04-13,NCDC,23,16,19.5,45.5,0,1.00E-04,1.00E-03,0.01
KROC,02-05-13,NCDC,27,17,22,43,0,0.01,0.4,1
KROC,02-06-13,NCDC,28,16,22,43,0,0.02,0.5,1
KROC,02-07-13,NCDC,31,16,23.5,41.5,0,1.00E-04,0.1,0.01
KROC,02-08-13,NCDC,35,19,27,38,0,0.75,10.1,0.01
KROC,02-09-13,NCDC,21,8,14.5,50.5,0,0.05,3,10
KROC,02-10-13,NCDC,37,3,20,45,0,0,0,10
KROC,02-11-13,NCDC,51,34,42.5,22.5,0,0.05,0.1,7
KROC,02-12-13,NCDC,36,31,33.5,31.5,0,0.02,0.9,4
KROC,2-13-13,NCDC,40,22,31,34,0,1.00E-04,1.00E-03,3
